,FEATURE,0-1.2 BEFORE,0-1.2 IN,0-1.2 AFTER,1.2-1.4 BEFORE,1.2-1.4 IN,1.2-1.4 AFTER,1.4-1.6 BEFORE,1.4-1.6 IN,1.4-1.6 AFTER,1.6-1.8 BEFORE,1.6-1.8 IN,1.6-1.8 AFTER,1.8-2.0 BEFORE,1.8-2.0 IN,1.8-2.0 AFTER,2.0-inf BEFORE,2.0-inf IN,2.0-inf AFTER
2364,CDS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2365,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2366,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2367,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2368,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2369,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2370,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2371,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2372,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2373,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2374,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2375,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2376,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2377,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2378,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2379,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2380,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2381,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2382,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2383,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2384,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2385,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2386,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2387,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2388,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2389,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2390,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2391,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2392,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2393,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2394,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2395,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2396,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2397,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2398,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2399,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2407,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2411,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2412,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2413,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2414,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2415,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2416,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2417,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2418,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2419,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2420,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2421,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2422,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2423,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2424,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2425,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2426,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2427,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2428,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2429,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2430,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2431,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2432,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2433,gene,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2434,CDS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2435,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2436,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2437,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2438,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2439,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2440,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2441,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2442,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2443,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2444,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2445,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2447,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2448,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2449,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2450,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2451,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2452,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2453,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2454,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2455,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2456,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2457,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2458,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2459,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2460,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2461,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2462,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2463,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2464,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2465,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2466,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2467,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2468,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2469,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2470,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2471,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2472,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2473,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2474,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2475,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2476,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2477,gene,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2478,CDS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2479,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2480,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2481,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2482,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2483,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2484,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2485,gene,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2486,CDS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2487,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2488,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2489,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2490,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2491,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2492,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2493,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2494,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2495,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2496,tRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2497,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2498,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2499,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2501,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2502,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2503,gene,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2504,CDS,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2505,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2506,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2507,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2508,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2509,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2510,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2511,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2512,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2513,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2515,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2516,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2517,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2518,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2519,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2520,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2521,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2522,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2523,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2524,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2525,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2526,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2527,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2528,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2529,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2530,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2531,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2532,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2533,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2534,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2535,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2536,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2537,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2538,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2539,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2540,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2541,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2542,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2543,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2544,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2545,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2546,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2547,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2548,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2549,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2550,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2551,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2552,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2553,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2554,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2555,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2556,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2557,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2558,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2559,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2560,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2561,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2562,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2563,gene,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2564,CDS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2565,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2566,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2568,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2569,gene,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2570,CDS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2571,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2572,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2573,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2574,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2575,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2576,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2577,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2578,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2579,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2580,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2581,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2582,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2583,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2584,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2585,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2586,tRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2587,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2588,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2589,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2590,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2591,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2592,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2593,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2594,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2595,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2596,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2597,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2598,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2599,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2600,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2601,gene,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2602,CDS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2603,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2604,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2605,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2606,tRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2607,tRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2608,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2609,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2610,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2611,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2612,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2613,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2614,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2615,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2616,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2617,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2618,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2619,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2620,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2621,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2622,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2623,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2624,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2625,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2626,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2627,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2628,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2629,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2630,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2631,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2632,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2633,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2634,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2635,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2636,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2637,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2638,gene,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2639,CDS,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2640,gene,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641,CDS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2642,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2643,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2644,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2645,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2646,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2647,tRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2648,gene,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2649,tRNA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2650,tRNA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2651,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2652,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2653,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2654,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2655,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2656,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2657,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2658,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2659,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2660,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2661,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2662,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2663,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2664,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2665,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2666,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2667,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2668,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2669,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2670,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2671,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2672,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2673,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2674,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2675,gene,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2676,CDS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2677,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2678,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2679,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2680,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2681,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2682,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2683,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2684,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2685,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2686,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
