,FEATURE,0-1.2 BEFORE,0-1.2 IN,0-1.2 AFTER,1.2-1.4 BEFORE,1.2-1.4 IN,1.2-1.4 AFTER,1.4-1.6 BEFORE,1.4-1.6 IN,1.4-1.6 AFTER,1.6-1.8 BEFORE,1.6-1.8 IN,1.6-1.8 AFTER,1.8-2.0 BEFORE,1.8-2.0 IN,1.8-2.0 AFTER,2.0-inf BEFORE,2.0-inf IN,2.0-inf AFTER
3938,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3939,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3940,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3941,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3942,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3943,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3944,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3945,gene,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3946,CDS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3947,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3949,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3950,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3951,gene,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3952,CDS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3953,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3954,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3955,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3956,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3957,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3958,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3959,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3960,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3961,gene,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3962,CDS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3963,gene,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3964,CDS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3965,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3966,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3967,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3968,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3969,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3970,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3971,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3972,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3973,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3974,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3975,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3976,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3977,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3978,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3979,gene,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3980,CDS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3981,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3982,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3983,gene,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3984,CDS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3985,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3986,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3987,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3988,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3989,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3990,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3991,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3992,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3993,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3994,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3995,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3996,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3997,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3998,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3999,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4001,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4002,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4003,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4004,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4005,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4006,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4007,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4008,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4009,gene,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4010,CDS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4011,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4012,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4013,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4014,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4015,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4016,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4017,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4018,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4019,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4020,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4021,gene,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4022,CDS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4023,gene,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4024,CDS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4025,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4026,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4027,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4028,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4029,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4030,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4031,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4032,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4033,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4034,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4035,gene,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4036,CDS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4037,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4038,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4039,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4040,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4041,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4042,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4043,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4044,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4045,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4046,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4047,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4048,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4049,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4050,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4051,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4052,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4053,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4054,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4055,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4056,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4057,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4058,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4059,gene,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4060,CDS,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4061,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4062,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4063,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4064,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4065,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4066,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4067,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4068,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4069,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4070,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4071,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4072,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4073,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4074,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4075,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4076,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4077,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4078,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4079,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4080,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4081,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4082,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4083,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4084,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4085,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4086,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4087,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4088,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4089,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4090,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4091,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4092,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4093,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4094,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4095,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4096,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4097,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4098,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4099,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4100,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4101,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4102,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4103,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4105,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4106,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4107,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4108,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4109,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4110,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4111,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4112,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4113,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4114,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4115,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4116,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4117,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4118,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4119,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4120,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4121,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4122,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4123,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4124,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4125,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4126,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4127,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4128,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4129,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4130,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4131,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4132,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4133,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4134,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4135,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4136,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4137,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4138,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4139,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4140,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4141,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4142,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4143,gene,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4144,CDS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4145,gene,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4146,CDS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4147,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4148,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4149,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4150,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4151,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4152,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4153,gene,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4154,CDS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4155,gene,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4156,CDS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4157,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4158,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4159,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4160,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4161,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4162,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4163,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4164,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4165,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4166,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4167,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4168,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4169,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4170,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4171,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4172,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4173,gene,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4174,CDS,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4175,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4176,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4177,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4178,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4179,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4180,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4181,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4182,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4183,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4184,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4185,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4186,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4187,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4188,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4189,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4190,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4191,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4192,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4193,gene,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4194,CDS,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4195,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4196,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4197,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4198,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4199,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4200,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4201,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4202,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4203,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4204,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4205,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4206,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4207,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4208,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4209,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4210,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4211,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4212,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4213,gene,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4214,CDS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4215,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4216,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4217,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4218,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4219,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4220,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4221,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4222,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4223,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4224,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4225,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4226,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4227,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4228,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4229,gene,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4230,CDS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4231,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4232,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4233,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4234,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4235,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4236,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4237,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4238,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4239,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4240,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4241,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4242,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4243,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4244,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4245,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4246,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4247,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4248,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4249,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4250,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4251,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4252,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4253,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4254,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4255,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4256,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4257,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4258,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4259,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4260,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4261,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
